,0,NDVIfile,ndvi_file_name
1087,Oulu,4,Global_NDVI-0000000000-0000069888.tif
1088,Gliwice,4,Global_NDVI-0000000000-0000069888.tif
1089,Genoa,4,Global_NDVI-0000000000-0000069888.tif
1090,Turku,4,Global_NDVI-0000000000-0000069888.tif
1091,Pisa,4,Global_NDVI-0000000000-0000069888.tif
1092,Montpellier,4,Global_NDVI-0000000000-0000069888.tif
1093,Orleans,4,Global_NDVI-0000000000-0000069888.tif
1094,Coventry,4,Global_NDVI-0000000000-0000069888.tif
1095,Grenoble,4,Global_NDVI-0000000000-0000069888.tif
1096,Brighton,4,Global_NDVI-0000000000-0000069888.tif
1097,Tours,4,Global_NDVI-0000000000-0000069888.tif
1098,Portsmouth,4,Global_NDVI-0000000000-0000069888.tif
1099,Graz,4,Global_NDVI-0000000000-0000069888.tif
1100,Edinburgh,4,Global_NDVI-0000000000-0000069888.tif
1101,Vatican City,4,Global_NDVI-0000000000-0000069888.tif
1102,Rouen,4,Global_NDVI-0000000000-0000069888.tif
1103,Nurnberg,4,Global_NDVI-0000000000-0000069888.tif
1104,Rzeszow,4,Global_NDVI-0000000000-0000069888.tif
1105,Bari,4,Global_NDVI-0000000000-0000069888.tif
1106,Stoke,4,Global_NDVI-0000000000-0000069888.tif
1107,Toulon,4,Global_NDVI-0000000000-0000069888.tif
1108,Wroclaw,4,Global_NDVI-0000000000-0000069888.tif
1109,Basel,4,Global_NDVI-0000000000-0000069888.tif
1110,Koblenz,4,Global_NDVI-0000000000-0000069888.tif
1111,Linz,4,Global_NDVI-0000000000-0000069888.tif
1112,Leipzig,4,Global_NDVI-0000000000-0000069888.tif
1113,Middlesbrough,4,Global_NDVI-0000000000-0000069888.tif
1114,Bologna,4,Global_NDVI-0000000000-0000069888.tif
1115,Utrecht,4,Global_NDVI-0000000000-0000069888.tif
1116,Poznan,4,Global_NDVI-0000000000-0000069888.tif
1117,Charleroi,4,Global_NDVI-0000000000-0000069888.tif
1118,Verona,4,Global_NDVI-0000000000-0000069888.tif
1119,Nantes,4,Global_NDVI-0000000000-0000069888.tif
1120,Wiesbaden,4,Global_NDVI-0000000000-0000069888.tif
1121,Ostrava,4,Global_NDVI-0000000000-0000069888.tif
1122,Hannover,4,Global_NDVI-0000000000-0000069888.tif
1123,Cardiff,4,Global_NDVI-0000000000-0000069888.tif
1124,Lodz,4,Global_NDVI-0000000000-0000069888.tif
1125,Bonn,4,Global_NDVI-0000000000-0000069888.tif
1126,Goteborg,4,Global_NDVI-0000000000-0000069888.tif
1127,Mannheim,4,Global_NDVI-0000000000-0000069888.tif
1128,Metz,4,Global_NDVI-0000000000-0000069888.tif
1129,Bremen,4,Global_NDVI-0000000000-0000069888.tif
1130,Salerno,4,Global_NDVI-0000000000-0000069888.tif
1131,Katowice,4,Global_NDVI-0000000000-0000069888.tif
1132,Nottingham,4,Global_NDVI-0000000000-0000069888.tif
1133,Toulouse,4,Global_NDVI-0000000000-0000069888.tif
1134,Turin,4,Global_NDVI-0000000000-0000069888.tif
1135,Nice,4,Global_NDVI-0000000000-0000069888.tif
1136,Rotterdam,4,Global_NDVI-0000000000-0000069888.tif
1137,Liverpool2,4,Global_NDVI-0000000000-0000069888.tif
1138,Saarbrucken,4,Global_NDVI-0000000000-0000069888.tif
1139,Koln,4,Global_NDVI-0000000000-0000069888.tif
1140,D��sseldorf,4,Global_NDVI-0000000000-0000069888.tif
1141,Stuttgart,4,Global_NDVI-0000000000-0000069888.tif
1142,Bergamo,4,Global_NDVI-0000000000-0000069888.tif
1143,Antwerpen,4,Global_NDVI-0000000000-0000069888.tif
1144,Versailles,4,Global_NDVI-0000000000-0000069888.tif
1145,Porto,4,Global_NDVI-0000000000-0000069888.tif
1146,Manchester2,4,Global_NDVI-0000000000-0000069888.tif
1147,Hammerfest,4,Global_NDVI-0000000000-0000069888.tif
1148,Venice,4,Global_NDVI-0000000000-0000069888.tif
1149,Andorra,4,Global_NDVI-0000000000-0000069888.tif
1150,Rovaniemi,4,Global_NDVI-0000000000-0000069888.tif
1151,Kristiansand,4,Global_NDVI-0000000000-0000069888.tif
1152,Monaco,4,Global_NDVI-0000000000-0000069888.tif
1153,Brest2,4,Global_NDVI-0000000000-0000069888.tif
1154,Constanta,4,Global_NDVI-0000000000-0000069888.tif
1155,Lulea,4,Global_NDVI-0000000000-0000069888.tif
1156,Vaasa,4,Global_NDVI-0000000000-0000069888.tif
1157,Cluj-Napoca,4,Global_NDVI-0000000000-0000069888.tif
1158,Pskov,4,Global_NDVI-0000000000-0000069888.tif
1159,Zhytomyr,4,Global_NDVI-0000000000-0000069888.tif
1160,Luxembourg,4,Global_NDVI-0000000000-0000069888.tif
1161,Sundsvall,4,Global_NDVI-0000000000-0000069888.tif
1162,Vigo,4,Global_NDVI-0000000000-0000069888.tif
1163,Malmo,4,Global_NDVI-0000000000-0000069888.tif
1164,Le Havre,4,Global_NDVI-0000000000-0000069888.tif
1165,Kaliningrad,4,Global_NDVI-0000000000-0000069888.tif
1166,Gdansk,4,Global_NDVI-0000000000-0000069888.tif
1167,Lvov,4,Global_NDVI-0000000000-0000069888.tif
1168,Geneva,4,Global_NDVI-0000000000-0000069888.tif
1169,Bilbao,4,Global_NDVI-0000000000-0000069888.tif
1170,Belfast,4,Global_NDVI-0000000000-0000069888.tif
1171,The Hague,4,Global_NDVI-0000000000-0000069888.tif
1172,Tampere,4,Global_NDVI-0000000000-0000069888.tif
1173,Bursa,4,Global_NDVI-0000000000-0000069888.tif
1174,Marseille,4,Global_NDVI-0000000000-0000069888.tif
1175,Dresden,4,Global_NDVI-0000000000-0000069888.tif
1176,Florence3,4,Global_NDVI-0000000000-0000069888.tif
1177,Izmir,4,Global_NDVI-0000000000-0000069888.tif
1178,Bordeaux,4,Global_NDVI-0000000000-0000069888.tif
1179,Krakow,4,Global_NDVI-0000000000-0000069888.tif
1180,Hamburg,4,Global_NDVI-0000000000-0000069888.tif
1181,Birmingham2,4,Global_NDVI-0000000000-0000069888.tif
1182,Tromso,4,Global_NDVI-0000000000-0000069888.tif
1183,Podgorica,4,Global_NDVI-0000000000-0000069888.tif
1184,Pristina,4,Global_NDVI-0000000000-0000069888.tif
1185,Tirana,4,Global_NDVI-0000000000-0000069888.tif
1186,Reykjavik,4,Global_NDVI-0000000000-0000069888.tif
1187,Bern,4,Global_NDVI-0000000000-0000069888.tif
1188,Trondheim,4,Global_NDVI-0000000000-0000069888.tif
1189,Bergen,4,Global_NDVI-0000000000-0000069888.tif
1190,Sarajevo,4,Global_NDVI-0000000000-0000069888.tif
1191,Chisinau,4,Global_NDVI-0000000000-0000069888.tif
1192,Bratislava,4,Global_NDVI-0000000000-0000069888.tif
1193,Skopje,4,Global_NDVI-0000000000-0000069888.tif
1194,Vilnius,4,Global_NDVI-0000000000-0000069888.tif
1195,Tallinn,4,Global_NDVI-0000000000-0000069888.tif
1196,Ljubljana,4,Global_NDVI-0000000000-0000069888.tif
1197,Thessaloniki,4,Global_NDVI-0000000000-0000069888.tif
1198,Riga,4,Global_NDVI-0000000000-0000069888.tif
1199,Newcastle,4,Global_NDVI-0000000000-0000069888.tif
1200,Belgrade,4,Global_NDVI-0000000000-0000069888.tif
1201,Minsk,4,Global_NDVI-0000000000-0000069888.tif
1202,Sofia,4,Global_NDVI-0000000000-0000069888.tif
1203,Zagreb,4,Global_NDVI-0000000000-0000069888.tif
1204,Palermo,4,Global_NDVI-0000000000-0000069888.tif
1205,Prague,4,Global_NDVI-0000000000-0000069888.tif
1206,Oslo,4,Global_NDVI-0000000000-0000069888.tif
1207,Valencia2,4,Global_NDVI-0000000000-0000069888.tif
1208,Athens2,4,Global_NDVI-0000000000-0000069888.tif
1209,Bucharest,4,Global_NDVI-0000000000-0000069888.tif
1210,Glasgow2,4,Global_NDVI-0000000000-0000069888.tif
1211,Lisbon,4,Global_NDVI-0000000000-0000069888.tif
1212,Helsinki,4,Global_NDVI-0000000000-0000069888.tif
1213,Budapest,4,Global_NDVI-0000000000-0000069888.tif
1214,Naples2,4,Global_NDVI-0000000000-0000069888.tif
1215,Lyon,4,Global_NDVI-0000000000-0000069888.tif
1216,Barcelona1,4,Global_NDVI-0000000000-0000069888.tif
1217,Warsaw,4,Global_NDVI-0000000000-0000069888.tif
1218,Z��rich,4,Global_NDVI-0000000000-0000069888.tif
1219,Amsterdam,4,Global_NDVI-0000000000-0000069888.tif
1220,Dublin2,4,Global_NDVI-0000000000-0000069888.tif
1221,Copenhagen,4,Global_NDVI-0000000000-0000069888.tif
1222,Munich,4,Global_NDVI-0000000000-0000069888.tif
1223,Vienna,4,Global_NDVI-0000000000-0000069888.tif
1224,Rome,4,Global_NDVI-0000000000-0000069888.tif
1225,Frankfurt,4,Global_NDVI-0000000000-0000069888.tif
1226,Madrid,4,Global_NDVI-0000000000-0000069888.tif
1227,Stockholm,4,Global_NDVI-0000000000-0000069888.tif
1228,Berlin,4,Global_NDVI-0000000000-0000069888.tif
1229,Brussels,4,Global_NDVI-0000000000-0000069888.tif
1230,Milan,4,Global_NDVI-0000000000-0000069888.tif
1231,Paris,4,Global_NDVI-0000000000-0000069888.tif
1232,Istanbul,4,Global_NDVI-0000000000-0000069888.tif
1233,London2,4,Global_NDVI-0000000000-0000069888.tif
1234,Gubkin,5,Global_NDVI-0000000000-0000093184.tif
1235,Sharbaqty,5,Global_NDVI-0000000000-0000093184.tif
1236,Celeken,5,Global_NDVI-0000000000-0000093184.tif
1237,Zelenodolsk,5,Global_NDVI-0000000000-0000093184.tif
1238,Aqadyr,5,Global_NDVI-0000000000-0000093184.tif
1239,Osakarovka,5,Global_NDVI-0000000000-0000093184.tif
1240,Maqat,5,Global_NDVI-0000000000-0000093184.tif
1241,Severnyy,5,Global_NDVI-0000000000-0000093184.tif
1242,Nikolayevsk,5,Global_NDVI-0000000000-0000093184.tif
1243,Kupina,5,Global_NDVI-0000000000-0000093184.tif
1244,Polyarnyy,5,Global_NDVI-0000000000-0000093184.tif
1245,Kirsanov,5,Global_NDVI-0000000000-0000093184.tif
1246,Bakal,5,Global_NDVI-0000000000-0000093184.tif
1247,Khromtau,5,Global_NDVI-0000000000-0000093184.tif
1248,Zhosaly,5,Global_NDVI-0000000000-0000093184.tif
1249,Novomoskovsk,5,Global_NDVI-0000000000-0000093184.tif
1250,Zheleznogorsk,5,Global_NDVI-0000000000-0000093184.tif
1251,Cholpon Ata,5,Global_NDVI-0000000000-0000093184.tif
1252,Gyzlarbat,5,Global_NDVI-0000000000-0000093184.tif
1253,Tatvan,5,Global_NDVI-0000000000-0000093184.tif
1254,Ahar,5,Global_NDVI-0000000000-0000093184.tif
1255,Tskhinvali,5,Global_NDVI-0000000000-0000093184.tif
1256,Balyqshy,5,Global_NDVI-0000000000-0000093184.tif
1257,Brovary,5,Global_NDVI-0000000000-0000093184.tif
1258,Uglich,5,Global_NDVI-0000000000-0000093184.tif
1259,Yevlax,5,Global_NDVI-0000000000-0000093184.tif
1260,Pyatigorsk,5,Global_NDVI-0000000000-0000093184.tif
1261,Kentau,5,Global_NDVI-0000000000-0000093184.tif
1262,Severomorsk,5,Global_NDVI-0000000000-0000093184.tif
1263,Polatli,5,Global_NDVI-0000000000-0000093184.tif
1264,Buguruslan,5,Global_NDVI-0000000000-0000093184.tif
1265,Plast,5,Global_NDVI-0000000000-0000093184.tif
1266,Novozybkov,5,Global_NDVI-0000000000-0000093184.tif
1267,Dyatkovo,5,Global_NDVI-0000000000-0000093184.tif
1268,Rudny,5,Global_NDVI-0000000000-0000093184.tif
1269,Atbasar,5,Global_NDVI-0000000000-0000093184.tif
1270,Krasnouralsk,5,Global_NDVI-0000000000-0000093184.tif
1271,Shebekino,5,Global_NDVI-0000000000-0000093184.tif
1272,Klin,5,Global_NDVI-0000000000-0000093184.tif
1273,Kirovo-Chepetsk,5,Global_NDVI-0000000000-0000093184.tif
1274,Nizhenvartovsk,5,Global_NDVI-0000000000-0000093184.tif
1275,Berdyansk,5,Global_NDVI-0000000000-0000093184.tif
1276,Kamensk Shakhtinskiy,5,Global_NDVI-0000000000-0000093184.tif
1277,Kropotkin,5,Global_NDVI-0000000000-0000093184.tif
1278,Rzhev,5,Global_NDVI-0000000000-0000093184.tif
1279,Verkhniy Ufaley,5,Global_NDVI-0000000000-0000093184.tif
1280,Naryn,5,Global_NDVI-0000000000-0000093184.tif
1281,Koneurgench,5,Global_NDVI-0000000000-0000093184.tif
1282,Apatity,5,Global_NDVI-0000000000-0000093184.tif
1283,Vyshnniy Volochek,5,Global_NDVI-0000000000-0000093184.tif
1284,Severouralsk,5,Global_NDVI-0000000000-0000093184.tif
1285,Leninogorsk,5,Global_NDVI-0000000000-0000093184.tif
1286,Alapayevsk,5,Global_NDVI-0000000000-0000093184.tif
1287,Ruzayevka,5,Global_NDVI-0000000000-0000093184.tif
1288,Mozdok,5,Global_NDVI-0000000000-0000093184.tif
1289,Apsheronsk,5,Global_NDVI-0000000000-0000093184.tif
1290,Shchekino,5,Global_NDVI-0000000000-0000093184.tif
1291,Kizel,5,Global_NDVI-0000000000-0000093184.tif
1292,Esik,5,Global_NDVI-0000000000-0000093184.tif
1293,Novoshakhtinsk,5,Global_NDVI-0000000000-0000093184.tif
1294,Balakhna,5,Global_NDVI-0000000000-0000093184.tif
1295,Oktyabrskiy,5,Global_NDVI-0000000000-0000093184.tif
1296,Lenger,5,Global_NDVI-0000000000-0000093184.tif
1297,Borisoglebsk,5,Global_NDVI-0000000000-0000093184.tif
1298,Uman,5,Global_NDVI-0000000000-0000093184.tif
1299,Aleksin,5,Global_NDVI-0000000000-0000093184.tif
1300,Shuya,5,Global_NDVI-0000000000-0000093184.tif
1301,Zharkent,5,Global_NDVI-0000000000-0000093184.tif
1302,Georgievsk,5,Global_NDVI-0000000000-0000093184.tif
1303,Vanadzor,5,Global_NDVI-0000000000-0000093184.tif
1304,Illichivsk,5,Global_NDVI-0000000000-0000093184.tif
1305,Orekhovo-Zuevo,5,Global_NDVI-0000000000-0000093184.tif
1306,Asbest,5,Global_NDVI-0000000000-0000093184.tif
1307,Kislovodsk,5,Global_NDVI-0000000000-0000093184.tif
1308,Novotroitsk,5,Global_NDVI-0000000000-0000093184.tif
1309,Michurinsk,5,Global_NDVI-0000000000-0000093184.tif
1310,Gyumri,5,Global_NDVI-0000000000-0000093184.tif
1311,Khujayli,5,Global_NDVI-0000000000-0000093184.tif
1312,Ukhta,5,Global_NDVI-0000000000-0000093184.tif
1313,Bila Tserkva,5,Global_NDVI-0000000000-0000093184.tif
1314,Qyzylorda,5,Global_NDVI-0000000000-0000093184.tif
1315,Isparta,5,Global_NDVI-0000000000-0000093184.tif
1316,Bugulma,5,Global_NDVI-0000000000-0000093184.tif
1317,Bataysk,5,Global_NDVI-0000000000-0000093184.tif
1318,Kutahya,5,Global_NDVI-0000000000-0000093184.tif
1319,Balakovo,5,Global_NDVI-0000000000-0000093184.tif
1320,Kolomna,5,Global_NDVI-0000000000-0000093184.tif
1321,Arzamas,5,Global_NDVI-0000000000-0000093184.tif
1322,Guliston,5,Global_NDVI-0000000000-0000093184.tif
1323,Novocherkassk,5,Global_NDVI-0000000000-0000093184.tif
1324,Iskandar,5,Global_NDVI-0000000000-0000093184.tif
1325,Sergiyev Posad,5,Global_NDVI-0000000000-0000093184.tif
1326,Corum,5,Global_NDVI-0000000000-0000093184.tif
1327,Konotop,5,Global_NDVI-0000000000-0000093184.tif
1328,Sumqayt,5,Global_NDVI-0000000000-0000093184.tif
1329,Elazig,5,Global_NDVI-0000000000-0000093184.tif
1330,Karabuk,5,Global_NDVI-0000000000-0000093184.tif
1331,Yelets,5,Global_NDVI-0000000000-0000093184.tif
1332,Solikamsk,5,Global_NDVI-0000000000-0000093184.tif
1333,Tokmak,5,Global_NDVI-0000000000-0000093184.tif
1334,Maykop,5,Global_NDVI-0000000000-0000093184.tif
1335,Kineshma,5,Global_NDVI-0000000000-0000093184.tif
1336,Chapayevsk,5,Global_NDVI-0000000000-0000093184.tif
1337,Mykolayiv,5,Global_NDVI-0000000000-0000093184.tif
1338,Kahramanmaras,5,Global_NDVI-0000000000-0000093184.tif
1339,Taganrog,5,Global_NDVI-0000000000-0000093184.tif
1340,Kara Balta,5,Global_NDVI-0000000000-0000093184.tif
1341,Nevinnomyssk,5,Global_NDVI-0000000000-0000093184.tif
1342,Chernihiv,5,Global_NDVI-0000000000-0000093184.tif
1343,Ganca,5,Global_NDVI-0000000000-0000093184.tif
1344,Sterlitamak,5,Global_NDVI-0000000000-0000093184.tif
1345,Novokuybishevsk,5,Global_NDVI-0000000000-0000093184.tif
1346,Kramatorsk,5,Global_NDVI-0000000000-0000093184.tif
1347,Chirchiq,5,Global_NDVI-0000000000-0000093184.tif
1348,Tambov,5,Global_NDVI-0000000000-0000093184.tif
1349,Urgut,5,Global_NDVI-0000000000-0000093184.tif
1350,Kolpino,5,Global_NDVI-0000000000-0000093184.tif
1351,Homyel,5,Global_NDVI-0000000000-0000093184.tif
1352,Syzran,5,Global_NDVI-0000000000-0000093184.tif
1353,Adapazari,5,Global_NDVI-0000000000-0000093184.tif
1354,Makhachkala,5,Global_NDVI-0000000000-0000093184.tif
1355,Kutaisi,5,Global_NDVI-0000000000-0000093184.tif
1356,Makiyivka,5,Global_NDVI-0000000000-0000093184.tif
1357,Konibodom,5,Global_NDVI-0000000000-0000093184.tif
1358,Naberezhnyye Chelny,5,Global_NDVI-0000000000-0000093184.tif
1359,Icel,5,Global_NDVI-0000000000-0000093184.tif
1360,Khujand,5,Global_NDVI-0000000000-0000093184.tif
1361,Horlivka,5,Global_NDVI-0000000000-0000093184.tif
1362,Denow,5,Global_NDVI-0000000000-0000093184.tif
1363,Kryvyy Rih,5,Global_NDVI-0000000000-0000093184.tif
1364,Qurghonteppa,5,Global_NDVI-0000000000-0000093184.tif
1365,Kattaqorgon,5,Global_NDVI-0000000000-0000093184.tif
1366,Rize,5,Global_NDVI-0000000000-0000093184.tif
1367,Namangan,5,Global_NDVI-0000000000-0000093184.tif
1368,Amderma,5,Global_NDVI-0000000000-0000093184.tif
1369,Novyy Urengoy,5,Global_NDVI-0000000000-0000093184.tif
1370,Saryshaghan,5,Global_NDVI-0000000000-0000093184.tif
1371,Kirkenes,5,Global_NDVI-0000000000-0000093184.tif
1372,Mtsensk,5,Global_NDVI-0000000000-0000093184.tif
1373,Bayghanin,5,Global_NDVI-0000000000-0000093184.tif
1374,Fort Shevchenko,5,Global_NDVI-0000000000-0000093184.tif
1375,Makhambet,5,Global_NDVI-0000000000-0000093184.tif
1376,Zhaltyr,5,Global_NDVI-0000000000-0000093184.tif
1377,Kargat,5,Global_NDVI-0000000000-0000093184.tif
1378,Uray,5,Global_NDVI-0000000000-0000093184.tif
1379,Zholymbet,5,Global_NDVI-0000000000-0000093184.tif
1380,Tobol,5,Global_NDVI-0000000000-0000093184.tif
1381,Chapaev,5,Global_NDVI-0000000000-0000093184.tif
1382,Kachiry,5,Global_NDVI-0000000000-0000093184.tif
1383,Mezen,5,Global_NDVI-0000000000-0000093184.tif
1384,Embi,5,Global_NDVI-0000000000-0000093184.tif
1385,Aqtau,5,Global_NDVI-0000000000-0000093184.tif
1386,Bulaevo,5,Global_NDVI-0000000000-0000093184.tif
1387,Qarqaraly,5,Global_NDVI-0000000000-0000093184.tif
1388,Nadym,5,Global_NDVI-0000000000-0000093184.tif
1389,Naryan Mar,5,Global_NDVI-0000000000-0000093184.tif
1390,Komsomolets,5,Global_NDVI-0000000000-0000093184.tif
1391,Gubakha,5,Global_NDVI-0000000000-0000093184.tif
1392,Qusmuryn,5,Global_NDVI-0000000000-0000093184.tif
1393,Sovetsk2,5,Global_NDVI-0000000000-0000093184.tif
1394,Dombarovskiy,5,Global_NDVI-0000000000-0000093184.tif
1395,Kirovsk,5,Global_NDVI-0000000000-0000093184.tif
1396,Esil,5,Global_NDVI-0000000000-0000093184.tif
1397,Shonzhy,5,Global_NDVI-0000000000-0000093184.tif
1398,Shar,5,Global_NDVI-0000000000-0000093184.tif
1399,Lgov,5,Global_NDVI-0000000000-0000093184.tif
1400,Tayynsha,5,Global_NDVI-0000000000-0000093184.tif
1401,Velikiy Ustyug,5,Global_NDVI-0000000000-0000093184.tif
1402,Tash Komur,5,Global_NDVI-0000000000-0000093184.tif
1403,Mednogorsk,5,Global_NDVI-0000000000-0000093184.tif
1404,Sosnogorsk,5,Global_NDVI-0000000000-0000093184.tif
1405,Nikel,5,Global_NDVI-0000000000-0000093184.tif
1406,Gornyak,5,Global_NDVI-0000000000-0000093184.tif
1407,Oktyabrsk,5,Global_NDVI-0000000000-0000093184.tif
1408,Zhanibek,5,Global_NDVI-0000000000-0000093184.tif
1409,Cherlak,5,Global_NDVI-0000000000-0000093184.tif
1410,Megion,5,Global_NDVI-0000000000-0000093184.tif
1411,Pallasovka,5,Global_NDVI-0000000000-0000093184.tif
1412,Krasnoarmeysk,5,Global_NDVI-0000000000-0000093184.tif
1413,Qapshaghay,5,Global_NDVI-0000000000-0000093184.tif
1414,Aqsay,5,Global_NDVI-0000000000-0000093184.tif
1415,Kapan,5,Global_NDVI-0000000000-0000093184.tif
1416,Ertis,5,Global_NDVI-0000000000-0000093184.tif
1417,Gay,5,Global_NDVI-0000000000-0000093184.tif
1418,Kulunda,5,Global_NDVI-0000000000-0000093184.tif
1419,Volgodonsk,5,Global_NDVI-0000000000-0000093184.tif
1420,Derzhavinsk,5,Global_NDVI-0000000000-0000093184.tif
1421,Qulan,5,Global_NDVI-0000000000-0000093184.tif
1422,Segezha,5,Global_NDVI-0000000000-0000093184.tif
1423,Zarafshon,5,Global_NDVI-0000000000-0000093184.tif
1424,Goycay,5,Global_NDVI-0000000000-0000093184.tif
1425,Qarazhal,5,Global_NDVI-0000000000-0000093184.tif
1426,Ivdel,5,Global_NDVI-0000000000-0000093184.tif
1427,Rayevskiy,5,Global_NDVI-0000000000-0000093184.tif
1428,Erymentau,5,Global_NDVI-0000000000-0000093184.tif
1429,Kirs,5,Global_NDVI-0000000000-0000093184.tif
1430,Kondopoga,5,Global_NDVI-0000000000-0000093184.tif
1431,Atkarsk,5,Global_NDVI-0000000000-0000093184.tif
1432,Shalqar,5,Global_NDVI-0000000000-0000093184.tif
1433,Algha,5,Global_NDVI-0000000000-0000093184.tif
1434,Pechora,5,Global_NDVI-0000000000-0000093184.tif
1435,Qaratau,5,Global_NDVI-0000000000-0000093184.tif
1436,Kumertau,5,Global_NDVI-0000000000-0000093184.tif
1437,Golyshmanovo,5,Global_NDVI-0000000000-0000093184.tif
1438,Kamenka,5,Global_NDVI-0000000000-0000093184.tif
1439,Polevskoy,5,Global_NDVI-0000000000-0000093184.tif
1440,Kuybyshevskiy,5,Global_NDVI-0000000000-0000093184.tif
1441,Salekhard,5,Global_NDVI-0000000000-0000093184.tif
1442,Kirov1,5,Global_NDVI-0000000000-0000093184.tif
1443,Kotovsk,5,Global_NDVI-0000000000-0000093184.tif
1444,Kudymkar,5,Global_NDVI-0000000000-0000093184.tif
1445,Luga,5,Global_NDVI-0000000000-0000093184.tif
1446,Kasimov,5,Global_NDVI-0000000000-0000093184.tif
1447,Barabinsk,5,Global_NDVI-0000000000-0000093184.tif
1448,Kurtamysh,5,Global_NDVI-0000000000-0000093184.tif
1449,Rostov2,5,Global_NDVI-0000000000-0000093184.tif
1450,Strezhevoy,5,Global_NDVI-0000000000-0000093184.tif
1451,Kamenna Obi,5,Global_NDVI-0000000000-0000093184.tif
1452,Ushtobe,5,Global_NDVI-0000000000-0000093184.tif
1453,Kaspiysk,5,Global_NDVI-0000000000-0000093184.tif
1454,Sasovo,5,Global_NDVI-0000000000-0000093184.tif
1455,Bogoroditsk,5,Global_NDVI-0000000000-0000093184.tif
1456,Belebey,5,Global_NDVI-0000000000-0000093184.tif
1457,Nazyvayevsk,5,Global_NDVI-0000000000-0000093184.tif
1458,Zhetiqara,5,Global_NDVI-0000000000-0000093184.tif
1459,Nyagan,5,Global_NDVI-0000000000-0000093184.tif
1460,Aral,5,Global_NDVI-0000000000-0000093184.tif
1461,Nelidovo,5,Global_NDVI-0000000000-0000093184.tif
1462,Atasu,5,Global_NDVI-0000000000-0000093184.tif
1463,Karasuk,5,Global_NDVI-0000000000-0000093184.tif
1464,Makinsk,5,Global_NDVI-0000000000-0000093184.tif
1465,Solnechnogorsk,5,Global_NDVI-0000000000-0000093184.tif
1466,Velsk,5,Global_NDVI-0000000000-0000093184.tif
1467,Inta,5,Global_NDVI-0000000000-0000093184.tif
1468,Slavgorod,5,Global_NDVI-0000000000-0000093184.tif
1469,Millerovo,5,Global_NDVI-0000000000-0000093184.tif
1470,Kalachinsk,5,Global_NDVI-0000000000-0000093184.tif
1471,Balqash,5,Global_NDVI-0000000000-0000093184.tif
1472,Buy,5,Global_NDVI-0000000000-0000093184.tif
1473,Chusovoy,5,Global_NDVI-0000000000-0000093184.tif
1474,Yegoryevsk,5,Global_NDVI-0000000000-0000093184.tif
1475,Obninsk,5,Global_NDVI-0000000000-0000093184.tif
1476,Yalutorovsk,5,Global_NDVI-0000000000-0000093184.tif
1477,Tikhvin,5,Global_NDVI-0000000000-0000093184.tif
1478,Ayakoz,5,Global_NDVI-0000000000-0000093184.tif
1479,Shieli,5,Global_NDVI-0000000000-0000093184.tif
1480,Shumerlya,5,Global_NDVI-0000000000-0000093184.tif
1481,Blagodarnyy,5,Global_NDVI-0000000000-0000093184.tif
1482,Yeysk,5,Global_NDVI-0000000000-0000093184.tif
1483,Alatyr,5,Global_NDVI-0000000000-0000093184.tif
1484,Buynaksk,5,Global_NDVI-0000000000-0000093184.tif
1485,Amasya,5,Global_NDVI-0000000000-0000093184.tif
1486,Nevyansk,5,Global_NDVI-0000000000-0000093184.tif
1487,Torzhok,5,Global_NDVI-0000000000-0000093184.tif
1488,Artemovskiy,5,Global_NDVI-0000000000-0000093184.tif
1489,Tatarsk,5,Global_NDVI-0000000000-0000093184.tif
1490,Bologoye,5,Global_NDVI-0000000000-0000093184.tif
1491,Onega,5,Global_NDVI-0000000000-0000093184.tif
1492,Karpinsk,5,Global_NDVI-0000000000-0000093184.tif
1493,Alekseyevka,5,Global_NDVI-0000000000-0000093184.tif
1494,Vyazma,5,Global_NDVI-0000000000-0000093184.tif
1495,Bezhetsk,5,Global_NDVI-0000000000-0000093184.tif
1496,At Bashy,5,Global_NDVI-0000000000-0000093184.tif
1497,Slobodskoy,5,Global_NDVI-0000000000-0000093184.tif
1498,Gelendzhik,5,Global_NDVI-0000000000-0000093184.tif
1499,Kotelnich,5,Global_NDVI-0000000000-0000093184.tif
1500,Mikhaylovka,5,Global_NDVI-0000000000-0000093184.tif
1501,Sarqan,5,Global_NDVI-0000000000-0000093184.tif
1502,Stepanakert,5,Global_NDVI-0000000000-0000093184.tif
1503,Yalta,5,Global_NDVI-0000000000-0000093184.tif
1504,Uryupinsk,5,Global_NDVI-0000000000-0000093184.tif
1505,Pugachev,5,Global_NDVI-0000000000-0000093184.tif
1506,Tuymazy,5,Global_NDVI-0000000000-0000093184.tif
1507,Akhtubinsk,5,Global_NDVI-0000000000-0000093184.tif
1508,Ali Bayramli,5,Global_NDVI-0000000000-0000093184.tif
1509,Birsk,5,Global_NDVI-0000000000-0000093184.tif
1510,Otar,5,Global_NDVI-0000000000-0000093184.tif
1511,Isikul,5,Global_NDVI-0000000000-0000093184.tif
1512,Tara,5,Global_NDVI-0000000000-0000093184.tif
1513,Qulsary,5,Global_NDVI-0000000000-0000093184.tif
1514,Valuyki,5,Global_NDVI-0000000000-0000093184.tif
1515,Tuapse,5,Global_NDVI-0000000000-0000093184.tif
1516,Chistopol,5,Global_NDVI-0000000000-0000093184.tif
1517,Arqalyq,5,Global_NDVI-0000000000-0000093184.tif
